Drug1,Drug2,Cell line,synergy_x,fold,Cosmic sample Id,synergy_y,set
5-FU,DINACICLIB,OVCAR3,2.7064693261,0,905933.0,2.7064693261,blind_drug_val
5-FU,DINACICLIB,PA1,-5.7328651442,0,909255.0,-5.7328651442,val_dc
5-FU,DINACICLIB,PA1,-5.7328651442,0,909255.0,-5.7328651442,blind_drug_test
5-FU,DINACICLIB,RKO,5.6238194396,0,909698.0,5.6238194396,val_dc
5-FU,DINACICLIB,RKO,5.6238194396,0,909698.0,5.6238194396,blind_drug_test
5-FU,DINACICLIB,RPMI7951,-5.6869902395,0,910903.0,-5.6869902395,val_dc
5-FU,DINACICLIB,RPMI7951,-5.6869902395,0,910903.0,-5.6869902395,blind_drug_test
5-FU,DINACICLIB,SKMEL30,-96.6171400256,0,909726.0,-96.6171400256,val_dc
5-FU,DINACICLIB,SKMEL30,-96.6171400256,0,909726.0,-96.6171400256,blind_drug_val
5-FU,DINACICLIB,SKMES1,-3.1403413007,0,909728.0,-3.1403413007,test_dc
5-FU,DINACICLIB,SKMES1,-3.1403413007,0,909728.0,-3.1403413007,blind_drug_test
5-FU,DINACICLIB,SK-OV-3,-13.8991015225,0,905959.0,-13.8991015225,test_dc
5-FU,DINACICLIB,SK-OV-3,-13.8991015225,0,905959.0,-13.8991015225,blind_drug_val
5-FU,DINACICLIB,SW-620,-4.5680713977,0,905962.0,-4.5680713977,val_dc
5-FU,DINACICLIB,SW-620,-4.5680713977,0,905962.0,-4.5680713977,blind_drug_test
5-FU,DINACICLIB,SW837,-19.5733229304,0,909755.0,-19.5733229304,test_dc
5-FU,DINACICLIB,SW837,-19.5733229304,0,909755.0,-19.5733229304,blind_drug_val
5-FU,DINACICLIB,T-47D,-2.721986339,0,905945.0,-2.721986339,test_dc
5-FU,DINACICLIB,T-47D,-2.721986339,0,905945.0,-2.721986339,blind_drug_test
5-FU,DINACICLIB,UACC62,3.6825732484,0,905976.0,3.6825732484,test_dc
5-FU,DINACICLIB,UACC62,3.6825732484,0,905976.0,3.6825732484,blind_drug_val
5-FU,DINACICLIB,UWB1289BRCA1,3.0417152864,0,,,
5-FU,DINACICLIB,UWB1289,-0.2331905921,0,1480374.0,-0.2331905921,test_dc
5-FU,DINACICLIB,UWB1289,-0.2331905921,0,1480374.0,-0.2331905921,blind_drug_val
5-FU,DINACICLIB,VCAP,14.4219939992,0,1299075.0,14.4219939992,test_dc
5-FU,DINACICLIB,VCAP,14.4219939992,0,1299075.0,14.4219939992,blind_drug_val
5-FU,DINACICLIB,ZR751,-13.5823901433,0,,,
5-FU,ERLOTINIB,A2058,9.6942857549,3,906792.0,9.6942857549,train_dc
5-FU,ERLOTINIB,A2780,16.5693311017,3,906804.0,16.5693311017,train_dc
5-FU,ERLOTINIB,A375,13.9643924282,3,906793.0,13.9643924282,val_dc
5-FU,ERLOTINIB,A375,13.9643924282,3,906793.0,13.9643924282,mix_test
5-FU,ERLOTINIB,A427,18.4292581557,3,910851.0,18.4292581557,train_dc
5-FU,ERLOTINIB,CAOV3,-7.9516351685,3,,,
5-FU,ERLOTINIB,COLO320DM,22.1679734087,3,,,
5-FU,ERLOTINIB,DLD1,10.181271291,3,,,
5-FU,ERLOTINIB,EFM192B,10.5434563577,3,,,
5-FU,ERLOTINIB,ES2,15.1231624969,3,1240128.0,15.1231624969,train_dc
5-FU,ERLOTINIB,HCT116,14.4529779349,3,905936.0,14.4529779349,train_dc
5-FU,ERLOTINIB,HT144,9.5594532711,3,907067.0,9.5594532711,train_dc
5-FU,ERLOTINIB,HT29,11.3374716212,3,,,
5-FU,ERLOTINIB,KPL1,-3.0152734579,3,,,
5-FU,ERLOTINIB,LNCAP,-6.9843951948,3,907788.0,-6.9843951948,train_dc
5-FU,ERLOTINIB,LOVO,12.4173316831,3,907790.0,12.4173316831,val_dc
5-FU,ERLOTINIB,LOVO,12.4173316831,3,907790.0,12.4173316831,blind_cell_test
5-FU,ERLOTINIB,MDAMB436,16.1498978974,3,1240172.0,16.1498978974,val_dc
5-FU,ERLOTINIB,MDAMB436,16.1498978974,3,1240172.0,16.1498978974,blind_cell_test
5-FU,ERLOTINIB,MSTO,-45.8937606585,3,908152.0,-45.8937606585,train_dc
5-FU,ERLOTINIB,NCIH1650,0.9247862496,3,687800.0,0.9247862496,train_dc
5-FU,ERLOTINIB,NCIH2122,24.4549768299,3,722046.0,24.4549768299,train_dc
5-FU,ERLOTINIB,NCIH23,6.3734101396,3,905942.0,6.3734101396,test_dc
5-FU,ERLOTINIB,NCIH23,6.3734101396,3,905942.0,6.3734101396,blind_cell_val
5-FU,ERLOTINIB,NCI-H460,17.2248469758,3,905943.0,17.2248469758,val_dc
5-FU,ERLOTINIB,NCI-H460,17.2248469758,3,905943.0,17.2248469758,blind_cell_test
5-FU,ERLOTINIB,NCIH520,7.2357581991,3,908443.0,7.2357581991,train_dc
5-FU,ERLOTINIB,OCUBM,28.1444385648,3,909256.0,28.1444385648,val_dc
5-FU,ERLOTINIB,OCUBM,28.1444385648,3,909256.0,28.1444385648,blind_cell_test
5-FU,ERLOTINIB,OV90,-11.0400458463,3,1240197.0,-11.0400458463,train_dc
5-FU,ERLOTINIB,OVCAR3,29.2012558541,3,905933.0,29.2012558541,test_dc
5-FU,ERLOTINIB,OVCAR3,29.2012558541,3,905933.0,29.2012558541,mix_val
5-FU,ERLOTINIB,PA1,11.2232059078,3,909255.0,11.2232059078,val_dc
5-FU,ERLOTINIB,PA1,11.2232059078,3,909255.0,11.2232059078,blind_cell_test
5-FU,ERLOTINIB,RKO,20.9875725757,3,909698.0,20.9875725757,train_dc
5-FU,ERLOTINIB,RPMI7951,17.0048417484,3,910903.0,17.0048417484,test_dc
5-FU,ERLOTINIB,RPMI7951,17.0048417484,3,910903.0,17.0048417484,mix_val
5-FU,ERLOTINIB,SKMEL30,13.9548838605,3,909726.0,13.9548838605,train_dc
5-FU,ERLOTINIB,SKMES1,21.2894247643,3,909728.0,21.2894247643,train_dc
5-FU,ERLOTINIB,SK-OV-3,16.2106176273,3,905959.0,16.2106176273,test_dc
5-FU,ERLOTINIB,SK-OV-3,16.2106176273,3,905959.0,16.2106176273,mix_test
5-FU,ERLOTINIB,SW-620,0.4948904511,3,905962.0,0.4948904511,test_dc
5-FU,ERLOTINIB,SW-620,0.4948904511,3,905962.0,0.4948904511,blind_cell_val
5-FU,ERLOTINIB,SW837,17.2993876184,3,909755.0,17.2993876184,train_dc
5-FU,ERLOTINIB,T-47D,-3.0497103681,3,905945.0,-3.0497103681,train_dc
5-FU,ERLOTINIB,UACC62,17.9689860115,3,905976.0,17.9689860115,train_dc
5-FU,ERLOTINIB,UWB1289BRCA1,22.1912360376,3,,,
5-FU,ERLOTINIB,UWB1289,16.4443510899,3,1480374.0,16.4443510899,train_dc
5-FU,ERLOTINIB,VCAP,24.4137931368,3,1299075.0,24.4137931368,train_dc
5-FU,ERLOTINIB,ZR751,22.830617603,3,,,
5-FU,GELDANAMYCIN,A2058,7.3767092383,4,906792.0,7.3767092383,train_dc
5-FU,GELDANAMYCIN,A2780,0.9119639421,4,906804.0,0.9119639421,train_dc
5-FU,GELDANAMYCIN,A375,7.160975098,4,906793.0,7.160975098,train_dc
5-FU,GELDANAMYCIN,A427,3.5967980366,4,910851.0,3.5967980366,train_dc
5-FU,GELDANAMYCIN,CAOV3,-12.9867067055,4,,,
5-FU,GELDANAMYCIN,COLO320DM,7.2318770454,4,,,
5-FU,GELDANAMYCIN,DLD1,2.4338958065,4,,,
5-FU,GELDANAMYCIN,EFM192B,2.620901233,4,,,
5-FU,GELDANAMYCIN,ES2,-5.2570249896,4,1240128.0,-5.2570249896,val_dc
5-FU,GELDANAMYCIN,ES2,-5.2570249896,4,1240128.0,-5.2570249896,mix_val
5-FU,GELDANAMYCIN,HCT116,2.9166634421,4,905936.0,2.9166634421,train_dc
5-FU,GELDANAMYCIN,HT144,5.3722158879,4,907067.0,5.3722158879,test_dc
5-FU,GELDANAMYCIN,HT144,5.3722158879,4,907067.0,5.3722158879,mix_val
5-FU,GELDANAMYCIN,HT29,-3.9460712694,4,,,
5-FU,GELDANAMYCIN,KPL1,2.3305768406,4,,,
5-FU,GELDANAMYCIN,LNCAP,16.3096388084,4,907788.0,16.3096388084,train_dc
5-FU,GELDANAMYCIN,LOVO,-6.3531366592,4,907790.0,-6.3531366592,test_dc
5-FU,GELDANAMYCIN,LOVO,-6.3531366592,4,907790.0,-6.3531366592,blind_cell_val
5-FU,GELDANAMYCIN,MDAMB436,5.7991052293,4,1240172.0,5.7991052293,val_dc
5-FU,GELDANAMYCIN,MDAMB436,5.7991052293,4,1240172.0,5.7991052293,blind_cell_test
5-FU,GELDANAMYCIN,MSTO,1.4592157232,4,908152.0,1.4592157232,val_dc
5-FU,GELDANAMYCIN,MSTO,1.4592157232,4,908152.0,1.4592157232,mix_test
5-FU,GELDANAMYCIN,NCIH1650,-6.7522693832,4,687800.0,-6.7522693832,val_dc
5-FU,GELDANAMYCIN,NCIH1650,-6.7522693832,4,687800.0,-6.7522693832,mix_val
5-FU,GELDANAMYCIN,NCIH2122,-2.6927348532,4,722046.0,-2.6927348532,train_dc
5-FU,GELDANAMYCIN,NCIH23,-9.33481084,4,905942.0,-9.33481084,val_dc
5-FU,GELDANAMYCIN,NCIH23,-9.33481084,4,905942.0,-9.33481084,blind_cell_test
5-FU,GELDANAMYCIN,NCI-H460,-2.4468045136,4,905943.0,-2.4468045136,val_dc
5-FU,GELDANAMYCIN,NCI-H460,-2.4468045136,4,905943.0,-2.4468045136,blind_cell_val
5-FU,GELDANAMYCIN,NCIH520,3.5130376786,4,908443.0,3.5130376786,train_dc
5-FU,GELDANAMYCIN,OCUBM,-0.9389248489,4,909256.0,-0.9389248489,val_dc
5-FU,GELDANAMYCIN,OCUBM,-0.9389248489,4,909256.0,-0.9389248489,blind_cell_test
5-FU,GELDANAMYCIN,OV90,0.2845088978,4,1240197.0,0.2845088978,train_dc
5-FU,GELDANAMYCIN,OVCAR3,-8.8404468247,4,905933.0,-8.8404468247,train_dc
5-FU,GELDANAMYCIN,PA1,-1.7946121876,4,909255.0,-1.7946121876,test_dc
5-FU,GELDANAMYCIN,PA1,-1.7946121876,4,909255.0,-1.7946121876,blind_cell_val
5-FU,GELDANAMYCIN,RKO,5.2461803983,4,909698.0,5.2461803983,test_dc
5-FU,GELDANAMYCIN,RKO,5.2461803983,4,909698.0,5.2461803983,mix_val
5-FU,GELDANAMYCIN,RPMI7951,-8.0842471839,4,910903.0,-8.0842471839,train_dc
5-FU,GELDANAMYCIN,SKMEL30,-80.6389686735,4,909726.0,-80.6389686735,train_dc
5-FU,GELDANAMYCIN,SKMES1,2.7036052766,4,909728.0,2.7036052766,train_dc
5-FU,GELDANAMYCIN,SK-OV-3,-9.1881641947,4,905959.0,-9.1881641947,train_dc
5-FU,GELDANAMYCIN,SW-620,-2.851271236,4,905962.0,-2.851271236,test_dc
5-FU,GELDANAMYCIN,SW-620,-2.851271236,4,905962.0,-2.851271236,blind_cell_test
5-FU,GELDANAMYCIN,SW837,-10.0141809923,4,909755.0,-10.0141809923,train_dc
5-FU,GELDANAMYCIN,T-47D,30.6799944126,4,905945.0,30.6799944126,train_dc
5-FU,GELDANAMYCIN,UACC62,-1.3454010107,4,905976.0,-1.3454010107,train_dc
5-FU,GELDANAMYCIN,UWB1289BRCA1,-7.7470597939,4,,,
5-FU,GELDANAMYCIN,UWB1289,-6.7529812562,4,1480374.0,-6.7529812562,train_dc
5-FU,GELDANAMYCIN,VCAP,14.0445192166,4,1299075.0,14.0445192166,train_dc
5-FU,GELDANAMYCIN,ZR751,-15.0092845632,4,,,
5-FU,L778123,A2058,9.7282647976,1,906792.0,9.7282647976,train_dc
5-FU,L778123,A2780,8.7866069583,1,906804.0,8.7866069583,val_dc
5-FU,L778123,A2780,8.7866069583,1,906804.0,8.7866069583,mix_val
5-FU,L778123,A375,7.6329436579,1,906793.0,7.6329436579,train_dc
5-FU,L778123,A427,12.3277489383,1,910851.0,12.3277489383,train_dc
5-FU,L778123,CAOV3,-11.2445613151,1,,,
5-FU,L778123,COLO320DM,17.7504354548,1,,,
5-FU,L778123,DLD1,13.2529242306,1,,,
5-FU,L778123,EFM192B,5.1598849635,1,,,
5-FU,L778123,ES2,10.1135073338,1,1240128.0,10.1135073338,train_dc
5-FU,L778123,HCT116,11.7123653003,1,905936.0,11.7123653003,train_dc
5-FU,L778123,HT144,0.1977536279,1,907067.0,0.1977536279,train_dc
5-FU,L778123,HT29,17.5439742462,1,,,
5-FU,L778123,KPL1,2.4967327943,1,,,
5-FU,L778123,LNCAP,5.0386480378,1,907788.0,5.0386480378,train_dc
5-FU,L778123,LOVO,3.0950710355,1,907790.0,3.0950710355,test_dc
5-FU,L778123,LOVO,3.0950710355,1,907790.0,3.0950710355,blind_cell_val
5-FU,L778123,MDAMB436,6.6049127114,1,1240172.0,6.6049127114,val_dc
5-FU,L778123,MDAMB436,6.6049127114,1,1240172.0,6.6049127114,blind_cell_val
5-FU,L778123,MSTO,1.034479697,1,908152.0,1.034479697,train_dc
5-FU,L778123,NCIH1650,12.2198248938,1,687800.0,12.2198248938,train_dc
5-FU,L778123,NCIH2122,1.4919157638,1,722046.0,1.4919157638,test_dc
5-FU,L778123,NCIH2122,1.4919157638,1,722046.0,1.4919157638,mix_val
5-FU,L778123,NCIH23,4.785807361,1,905942.0,4.785807361,val_dc
5-FU,L778123,NCIH23,4.785807361,1,905942.0,4.785807361,blind_cell_val
5-FU,L778123,NCI-H460,-0.5617591171,1,905943.0,-0.5617591171,test_dc
5-FU,L778123,NCI-H460,-0.5617591171,1,905943.0,-0.5617591171,blind_cell_test
5-FU,L778123,NCIH520,13.7782050736,1,908443.0,13.7782050736,train_dc
5-FU,L778123,OCUBM,10.9390380171,1,909256.0,10.9390380171,val_dc
5-FU,L778123,OCUBM,10.9390380171,1,909256.0,10.9390380171,blind_cell_val
5-FU,L778123,OV90,12.2053451012,1,1240197.0,12.2053451012,train_dc
5-FU,L778123,OVCAR3,3.6025835235,1,905933.0,3.6025835235,test_dc
5-FU,L778123,OVCAR3,3.6025835235,1,905933.0,3.6025835235,mix_test
5-FU,L778123,PA1,14.5367422952,1,909255.0,14.5367422952,val_dc
5-FU,L778123,PA1,14.5367422952,1,909255.0,14.5367422952,blind_cell_test
5-FU,L778123,RKO,4.7786590771,1,909698.0,4.7786590771,train_dc
5-FU,L778123,RPMI7951,0.7730436273,1,910903.0,0.7730436273,train_dc
5-FU,L778123,SKMEL30,-57.88453337,1,909726.0,-57.88453337,train_dc
5-FU,L778123,SKMES1,6.0790006726,1,909728.0,6.0790006726,train_dc
5-FU,L778123,SK-OV-3,8.1306805695,1,905959.0,8.1306805695,train_dc
5-FU,L778123,SW-620,4.8157967021,1,905962.0,4.8157967021,test_dc
5-FU,L778123,SW-620,4.8157967021,1,905962.0,4.8157967021,blind_cell_val
5-FU,L778123,SW837,-4.4571313729,1,909755.0,-4.4571313729,train_dc
5-FU,L778123,T-47D,21.1587573317,1,905945.0,21.1587573317,train_dc
5-FU,L778123,UACC62,6.8179162039,1,905976.0,6.8179162039,train_dc
5-FU,L778123,UWB1289BRCA1,12.5476353297,1,,,
5-FU,L778123,UWB1289,13.7199255864,1,1480374.0,13.7199255864,train_dc
5-FU,L778123,VCAP,12.7404294136,1,1299075.0,12.7404294136,train_dc
5-FU,L778123,ZR751,8.1204864896,1,,,
5-FU,LAPATINIB,A2058,9.1921381489,1,906792.0,9.1921381489,train_dc
5-FU,LAPATINIB,A2780,8.0111248094,1,906804.0,8.0111248094,test_dc
5-FU,LAPATINIB,A2780,8.0111248094,1,906804.0,8.0111248094,mix_test
5-FU,LAPATINIB,A375,7.497787303,1,906793.0,7.497787303,train_dc
5-FU,LAPATINIB,A427,-4.1794542535,1,910851.0,-4.1794542535,train_dc
5-FU,LAPATINIB,CAOV3,-6.7775280299,1,,,
5-FU,LAPATINIB,COLO320DM,3.2093461762,1,,,
5-FU,LAPATINIB,DLD1,11.5546266847,1,,,
5-FU,LAPATINIB,EFM192B,7.2381930137,1,,,
5-FU,LAPATINIB,ES2,5.344512472,1,1240128.0,5.344512472,train_dc
5-FU,LAPATINIB,HCT116,9.6880383892,1,905936.0,9.6880383892,train_dc
5-FU,LAPATINIB,HT144,4.6705749923,1,907067.0,4.6705749923,train_dc
5-FU,LAPATINIB,HT29,4.5330856346,1,,,
5-FU,LAPATINIB,KPL1,-9.537311313,1,,,
5-FU,LAPATINIB,LNCAP,-16.3764972151,1,907788.0,-16.3764972151,train_dc
5-FU,LAPATINIB,LOVO,17.4905864006,1,907790.0,17.4905864006,test_dc
5-FU,LAPATINIB,LOVO,17.4905864006,1,907790.0,17.4905864006,blind_cell_test
5-FU,LAPATINIB,MDAMB436,3.6446355785,1,1240172.0,3.6446355785,val_dc
5-FU,LAPATINIB,MDAMB436,3.6446355785,1,1240172.0,3.6446355785,blind_cell_val
5-FU,LAPATINIB,MSTO,-55.4702643201,1,908152.0,-55.4702643201,train_dc
5-FU,LAPATINIB,NCIH1650,0.9058173714,1,687800.0,0.9058173714,train_dc
5-FU,LAPATINIB,NCIH2122,9.9561959778,1,722046.0,9.9561959778,test_dc
5-FU,LAPATINIB,NCIH2122,9.9561959778,1,722046.0,9.9561959778,mix_test
5-FU,LAPATINIB,NCIH23,-8.7347995249,1,905942.0,-8.7347995249,val_dc
5-FU,LAPATINIB,NCIH23,-8.7347995249,1,905942.0,-8.7347995249,blind_cell_val
5-FU,LAPATINIB,NCI-H460,-2.0350125809,1,905943.0,-2.0350125809,val_dc
5-FU,LAPATINIB,NCI-H460,-2.0350125809,1,905943.0,-2.0350125809,blind_cell_val
5-FU,LAPATINIB,NCIH520,-7.2635219081,1,908443.0,-7.2635219081,train_dc
5-FU,LAPATINIB,OCUBM,3.6962294526,1,909256.0,3.6962294526,test_dc
5-FU,LAPATINIB,OCUBM,3.6962294526,1,909256.0,3.6962294526,blind_cell_val
5-FU,LAPATINIB,OV90,-9.2950702543,1,1240197.0,-9.2950702543,train_dc
5-FU,LAPATINIB,OVCAR3,18.0118570501,1,905933.0,18.0118570501,train_dc
5-FU,LAPATINIB,PA1,14.1592188707,1,909255.0,14.1592188707,val_dc
5-FU,LAPATINIB,PA1,14.1592188707,1,909255.0,14.1592188707,blind_cell_test
5-FU,LAPATINIB,RKO,11.5445360217,1,909698.0,11.5445360217,train_dc
5-FU,LAPATINIB,RPMI7951,3.3187648663,1,910903.0,3.3187648663,test_dc
5-FU,LAPATINIB,RPMI7951,3.3187648663,1,910903.0,3.3187648663,mix_val
5-FU,LAPATINIB,SKMEL30,9.4835037451,1,909726.0,9.4835037451,train_dc
5-FU,LAPATINIB,SKMES1,11.0596410178,1,909728.0,11.0596410178,test_dc
5-FU,LAPATINIB,SKMES1,11.0596410178,1,909728.0,11.0596410178,mix_val
5-FU,LAPATINIB,SK-OV-3,7.1187837793,1,905959.0,7.1187837793,train_dc
5-FU,LAPATINIB,SW-620,-2.41819166,1,905962.0,-2.41819166,test_dc
5-FU,LAPATINIB,SW-620,-2.41819166,1,905962.0,-2.41819166,blind_cell_test
5-FU,LAPATINIB,SW837,6.956325429,1,909755.0,6.956325429,train_dc
5-FU,LAPATINIB,T-47D,14.9092827837,1,905945.0,14.9092827837,test_dc
5-FU,LAPATINIB,T-47D,14.9092827837,1,905945.0,14.9092827837,mix_val
5-FU,LAPATINIB,UACC62,9.1199463026,1,905976.0,9.1199463026,train_dc
5-FU,LAPATINIB,UWB1289BRCA1,19.0058752078,1,,,
5-FU,LAPATINIB,UWB1289,3.8847212876,1,1480374.0,3.8847212876,train_dc
5-FU,LAPATINIB,VCAP,10.6325581361,1,1299075.0,10.6325581361,train_dc
5-FU,LAPATINIB,ZR751,14.6763066586,1,,,
5-FU,MK-2206,A2058,15.9003975952,2,906792.0,15.9003975952,test_dc
5-FU,MK-2206,A2058,15.9003975952,2,906792.0,15.9003975952,blind_drug_val
5-FU,MK-2206,A2780,18.6562125215,2,906804.0,18.6562125215,test_dc
5-FU,MK-2206,A2780,18.6562125215,2,906804.0,18.6562125215,blind_drug_test
5-FU,MK-2206,A375,1.4627542044,2,906793.0,1.4627542044,test_dc
5-FU,MK-2206,A375,1.4627542044,2,906793.0,1.4627542044,blind_drug_val
5-FU,MK-2206,A427,14.1170997404,2,910851.0,14.1170997404,val_dc
5-FU,MK-2206,A427,14.1170997404,2,910851.0,14.1170997404,blind_drug_test
5-FU,MK-2206,CAOV3,41.0691417805,2,,,
5-FU,MK-2206,COLO320DM,23.4842071652,2,,,
5-FU,MK-2206,DLD1,17.4731950621,2,,,
5-FU,MK-2206,EFM192B,-2.2255019318,2,,,
5-FU,MK-2206,ES2,0.2083795553,2,1240128.0,0.2083795553,test_dc
5-FU,MK-2206,ES2,0.2083795553,2,1240128.0,0.2083795553,blind_drug_test
5-FU,MK-2206,HCT116,4.1234224097,2,905936.0,4.1234224097,val_dc
5-FU,MK-2206,HCT116,4.1234224097,2,905936.0,4.1234224097,blind_drug_val
5-FU,MK-2206,HT144,2.0214349365,2,907067.0,2.0214349365,test_dc
5-FU,MK-2206,HT144,2.0214349365,2,907067.0,2.0214349365,blind_drug_val
5-FU,MK-2206,HT29,15.704505817,2,,,
5-FU,MK-2206,KPL1,26.8647753536,2,,,
5-FU,MK-2206,LNCAP,8.3059919541,2,907788.0,8.3059919541,val_dc
5-FU,MK-2206,LNCAP,8.3059919541,2,907788.0,8.3059919541,blind_drug_test
5-FU,MK-2206,LOVO,0.8485305444,2,907790.0,0.8485305444,val_dc
5-FU,MK-2206,LOVO,0.8485305444,2,907790.0,0.8485305444,blind_drug_test
5-FU,MK-2206,MDAMB436,11.6053738313,2,1240172.0,11.6053738313,val_dc
5-FU,MK-2206,MDAMB436,11.6053738313,2,1240172.0,11.6053738313,blind_drug_val
5-FU,MK-2206,MSTO,-35.3119882241,2,908152.0,-35.3119882241,val_dc
5-FU,MK-2206,MSTO,-35.3119882241,2,908152.0,-35.3119882241,blind_drug_test
5-FU,MK-2206,NCIH1650,12.9608908226,2,687800.0,12.9608908226,test_dc
5-FU,MK-2206,NCIH1650,12.9608908226,2,687800.0,12.9608908226,blind_drug_val
5-FU,MK-2206,NCIH2122,14.5182360522,2,722046.0,14.5182360522,val_dc
5-FU,MK-2206,NCIH2122,14.5182360522,2,722046.0,14.5182360522,blind_drug_test
5-FU,MK-2206,NCIH23,3.9299038906,2,905942.0,3.9299038906,val_dc
5-FU,MK-2206,NCIH23,3.9299038906,2,905942.0,3.9299038906,blind_drug_test
5-FU,MK-2206,NCI-H460,16.5835935756,2,905943.0,16.5835935756,test_dc
5-FU,MK-2206,NCI-H460,16.5835935756,2,905943.0,16.5835935756,blind_drug_test
5-FU,MK-2206,NCIH520,12.9538647031,2,908443.0,12.9538647031,test_dc
5-FU,MK-2206,NCIH520,12.9538647031,2,908443.0,12.9538647031,blind_drug_test
5-FU,MK-2206,OCUBM,0.7515517096,2,909256.0,0.7515517096,val_dc
5-FU,MK-2206,OCUBM,0.7515517096,2,909256.0,0.7515517096,blind_drug_test
5-FU,MK-2206,OV90,6.2058353259,2,1240197.0,6.2058353259,val_dc
5-FU,MK-2206,OV90,6.2058353259,2,1240197.0,6.2058353259,blind_drug_val
5-FU,MK-2206,OVCAR3,16.3679150898,2,905933.0,16.3679150898,test_dc
5-FU,MK-2206,OVCAR3,16.3679150898,2,905933.0,16.3679150898,blind_drug_test
5-FU,MK-2206,PA1,22.8438567281,2,909255.0,22.8438567281,test_dc
5-FU,MK-2206,PA1,22.8438567281,2,909255.0,22.8438567281,blind_drug_test
5-FU,MK-2206,RKO,21.9986829902,2,909698.0,21.9986829902,val_dc
5-FU,MK-2206,RKO,21.9986829902,2,909698.0,21.9986829902,blind_drug_val
5-FU,MK-2206,RPMI7951,13.7924902162,2,910903.0,13.7924902162,val_dc
5-FU,MK-2206,RPMI7951,13.7924902162,2,910903.0,13.7924902162,blind_drug_val
5-FU,MK-2206,SKMEL30,9.528004578,2,909726.0,9.528004578,test_dc
5-FU,MK-2206,SKMEL30,9.528004578,2,909726.0,9.528004578,blind_drug_val
5-FU,MK-2206,SKMES1,18.5031612926,2,909728.0,18.5031612926,val_dc
5-FU,MK-2206,SKMES1,18.5031612926,2,909728.0,18.5031612926,blind_drug_val
5-FU,MK-2206,SK-OV-3,12.725931577,2,905959.0,12.725931577,test_dc
5-FU,MK-2206,SK-OV-3,12.725931577,2,905959.0,12.725931577,blind_drug_val
5-FU,MK-2206,SW-620,12.5554878104,2,905962.0,12.5554878104,val_dc
5-FU,MK-2206,SW-620,12.5554878104,2,905962.0,12.5554878104,blind_drug_test
5-FU,MK-2206,SW837,5.1723316978,2,909755.0,5.1723316978,val_dc
5-FU,MK-2206,SW837,5.1723316978,2,909755.0,5.1723316978,blind_drug_test
5-FU,MK-2206,T-47D,5.9686104256,2,905945.0,5.9686104256,test_dc
5-FU,MK-2206,T-47D,5.9686104256,2,905945.0,5.9686104256,blind_drug_test
5-FU,MK-2206,UACC62,16.6719027294,2,905976.0,16.6719027294,test_dc
5-FU,MK-2206,UACC62,16.6719027294,2,905976.0,16.6719027294,blind_drug_val
5-FU,MK-2206,UWB1289BRCA1,21.7083666184,2,,,
5-FU,MK-2206,UWB1289,20.7586233912,2,1480374.0,20.7586233912,test_dc
5-FU,MK-2206,UWB1289,20.7586233912,2,1480374.0,20.7586233912,blind_drug_test
5-FU,MK-2206,VCAP,8.8828429883,2,1299075.0,8.8828429883,test_dc
5-FU,MK-2206,VCAP,8.8828429883,2,1299075.0,8.8828429883,blind_drug_val
5-FU,MK-2206,ZR751,11.5602363877,2,,,
5-FU,MK-4827,A2058,6.7380597244,3,906792.0,6.7380597244,train_dc
5-FU,MK-4827,A2780,9.9200924223,3,906804.0,9.9200924223,test_dc
5-FU,MK-4827,A2780,9.9200924223,3,906804.0,9.9200924223,mix_test
5-FU,MK-4827,A375,-2.1913568907,3,906793.0,-2.1913568907,test_dc
5-FU,MK-4827,A375,-2.1913568907,3,906793.0,-2.1913568907,mix_val
5-FU,MK-4827,A427,7.2852230494,3,910851.0,7.2852230494,train_dc
5-FU,MK-4827,CAOV3,-3.7460101438,3,,,
5-FU,MK-4827,COLO320DM,7.4138771847,3,,,
5-FU,MK-4827,DLD1,0.8137396618,3,,,
5-FU,MK-4827,EFM192B,-6.7813763087,3,,,
5-FU,MK-4827,ES2,-4.0814869489,3,1240128.0,-4.0814869489,train_dc
5-FU,MK-4827,HCT116,8.0324018449,3,905936.0,8.0324018449,val_dc
5-FU,MK-4827,HCT116,8.0324018449,3,905936.0,8.0324018449,mix_val
5-FU,MK-4827,HT144,-2.5727064212,3,907067.0,-2.5727064212,train_dc
5-FU,MK-4827,HT29,3.2803166061,3,,,
5-FU,MK-4827,KPL1,-3.7239969705,3,,,
5-FU,MK-4827,LNCAP,-24.4814918995,3,907788.0,-24.4814918995,train_dc
5-FU,MK-4827,LOVO,-14.5737162026,3,907790.0,-14.5737162026,test_dc
5-FU,MK-4827,LOVO,-14.5737162026,3,907790.0,-14.5737162026,blind_cell_test
5-FU,MK-4827,MDAMB436,2.5650627877,3,1240172.0,2.5650627877,val_dc
5-FU,MK-4827,MDAMB436,2.5650627877,3,1240172.0,2.5650627877,blind_cell_val
5-FU,MK-4827,MSTO,-54.8482021133,3,908152.0,-54.8482021133,train_dc
5-FU,MK-4827,NCIH1650,-9.2480173289,3,687800.0,-9.2480173289,train_dc
5-FU,MK-4827,NCIH2122,1.8558659516,3,722046.0,1.8558659516,train_dc
5-FU,MK-4827,NCIH23,-10.5263423251,3,905942.0,-10.5263423251,test_dc
5-FU,MK-4827,NCIH23,-10.5263423251,3,905942.0,-10.5263423251,blind_cell_test
