Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
BEZ-235,GEMCITABINE,NCIH2122,722046,6.0938134626,lung,6.0938134,6.6173577,0.5235443
MK-5108,MRK-003,UACC62,905976,5.4422305652,skin,5.4422307,5.96778,0.5255494
DINACICLIB,DOXORUBICIN,SW837,909755,-10.2037445363,digestive_system,-10.203745,-9.677132,0.52661324
VINORELBINE,MK-8776,LNCAP,907788,7.2662353927,urogenital_system,7.2662354,6.7393856,0.52684975
MK-4827,MK-8669,OV90,1240197,14.0400181263,urogenital_system,14.040018,14.567204,0.5271864
PD325901,ERLOTINIB,MDAMB436,1240172,8.7782309192,breast,8.778231,8.250428,0.52780247
AZD1775,BORTEZOMIB,A2058,906792,0.2380155481,skin,0.23801555,-0.29005182,0.52806735
TEMOZOLOMIDE,TOPOTECAN,RPMI7951,910903,6.2459321355,skin,6.245932,5.717399,0.528533
SORAFENIB,TOPOTECAN,NCIH2122,722046,0.3207750585,lung,0.32077506,0.8511539,0.5303788
DINACICLIB,SN-38,SKMES1,909728,0.163336596,lung,0.16333659,-0.367718,0.5310546
METHOTREXATE,ERLOTINIB,UACC62,905976,8.6466050994,skin,8.6466055,9.177668,0.5310621
MK-8669,ETOPOSIDE,NCIH520,908443,4.9081852455,lung,4.9081855,5.441227,0.5330415
DINACICLIB,CARBOPLATIN,NCIH2122,722046,-6.4705489798,lung,-6.470549,-7.0065126,0.53596354
PACLITAXEL,ZOLINZA,OVCAR3,905933,-1.286416976,urogenital_system,-1.286417,-1.8255873,0.53917027
SUNITINIB,BORTEZOMIB,MDAMB436,1240172,-3.0563661929,breast,-3.0563662,-3.5965295,0.5401633
L778123,DOXORUBICIN,RPMI7951,910903,-4.9323951393,skin,-4.932395,-5.474243,0.5418482
DINACICLIB,DEXAMETHASONE,A375,906793,3.8718090131,skin,3.871809,3.3283992,0.5434098
MK-4541,LAPATINIB,RKO,909698,-0.7375285502,digestive_system,-0.73752856,-1.2836283,0.5460998
MK-4827,SN-38,MDAMB436,1240172,20.4483452345,breast,20.448345,20.996021,0.5476761
SUNITINIB,MK-2206,OVCAR3,905933,12.9926822398,urogenital_system,12.992682,12.438819,0.5538635
METHOTREXATE,MK-4827,NCIH1650,687800,-1.3444164756,lung,-1.3444165,-0.7898414,0.5545751
SN-38,LAPATINIB,OCUBM,909256,15.1951852632,breast,15.195186,15.750523,0.55533695
GEMCITABINE,SORAFENIB,RPMI7951,910903,-9.0143792991,skin,-9.0143795,-9.569937,0.55555725
MK-4541,GEMCITABINE,OV90,1240197,-0.2676320788,urogenital_system,-0.26763207,0.28851265,0.5561447
ABT-888,CYCLOPHOSPHAMIDE,NCIH2122,722046,4.7747569736,lung,4.774757,4.210998,0.56375885
BORTEZOMIB,MK-5108,NCIH23,905942,-0.3525336791,lung,-0.35253367,0.21301144,0.5655451
ERLOTINIB,AZD1775,LNCAP,907788,1.0942989633,urogenital_system,1.094299,0.52756536,0.5667336
CYCLOPHOSPHAMIDE,SUNITINIB,LOVO,907790,0.8088757055,digestive_system,0.8088757,1.3775613,0.56868565
GEMCITABINE,MK-2206,MDAMB436,1240172,16.4614464915,breast,16.461447,15.888394,0.5730524
BEZ-235,METHOTREXATE,HT144,907067,7.2575599583,skin,7.25756,6.6834874,0.57407236
MK-4541,OXALIPLATIN,HCT116,905936,1.5767424064,digestive_system,1.5767424,1.0016916,0.57505083
MRK-003,PD325901,NCIH2122,722046,13.6057871932,lung,13.605787,13.024446,0.58134174
CYCLOPHOSPHAMIDE,MK-2206,HCT116,905936,10.4064745473,digestive_system,10.406474,9.824249,0.58222485
SN-38,MK-4827,LOVO,907790,6.5890423086,digestive_system,6.589042,6.001927,0.5871153
BEZ-235,SUNITINIB,SKMES1,909728,20.9231979783,lung,20.923199,20.335735,0.5874634
CYCLOPHOSPHAMIDE,DASATINIB,OCUBM,909256,9.5374554227,breast,9.537456,10.126383,0.58892727
MK-4541,5-FU,OCUBM,909256,7.7448939421,breast,7.744894,7.1557293,0.58916473
CYCLOPHOSPHAMIDE,GELDANAMYCIN,SW837,909755,-3.7189683843,digestive_system,-3.7189684,-3.1284683,0.5905001
SUNITINIB,CYCLOPHOSPHAMIDE,LOVO,907790,0.8088757055,digestive_system,0.8088757,1.4046836,0.5958079
LAPATINIB,MK-4827,NCIH2122,722046,16.5358384171,lung,16.53584,15.939665,0.59617424
AZD1775,ABT-888,SKMEL30,909726,4.1379899576,skin,4.13799,4.737643,0.59965277
ABT-888,PD325901,SK-OV-3,905959,-1.0627503961,urogenital_system,-1.0627503,-1.6633753,0.6006249
TEMOZOLOMIDE,BEZ-235,MDAMB436,1240172,23.5143479535,breast,23.514347,22.911549,0.60279846
MK-4827,MK-5108,SK-OV-3,905959,19.0968516414,urogenital_system,19.096851,18.493233,0.6036186
OXALIPLATIN,MK-5108,NCIH520,908443,-8.2372477348,lung,-8.237247,-8.841003,0.60375595
MK-4541,GEMCITABINE,SKMES1,909728,-25.4206606194,lung,-25.42066,-26.027687,0.60702705
LAPATINIB,BEZ-235,NCIH1650,687800,31.9280192255,lung,31.928019,31.320671,0.6073475
SORAFENIB,AZD1775,RKO,909698,-1.1666525432,digestive_system,-1.1666526,-0.5584706,0.60818195
MK-4827,METHOTREXATE,OVCAR3,905933,-20.2874451638,urogenital_system,-20.287445,-20.901802,0.614357
AZD1775,MK-4827,HCT116,905936,8.08990716,digestive_system,8.089907,8.7104225,0.6205158
MK-2206,MK-4541,A2058,906792,7.152745613,skin,7.1527457,6.531674,0.6210718
MK-2206,DEXAMETHASONE,OCUBM,909256,10.285514586,breast,10.285515,9.660082,0.62543297
5-FU,ZOLINZA,LOVO,907790,-8.3980484627,digestive_system,-8.398048,-7.7669253,0.63112307
METHOTREXATE,BORTEZOMIB,NCIH23,905942,-26.1459387112,lung,-26.145939,-25.514362,0.63157654
METHOTREXATE,MK-4827,OVCAR3,905933,-20.2874451638,urogenital_system,-20.287445,-20.92247,0.635025
AZD1775,GEMCITABINE,NCIH1650,687800,17.662721003,lung,17.662722,17.0253,0.63742256
PACLITAXEL,PD325901,NCIH1650,687800,6.3738280461,lung,6.373828,5.733884,0.6399441
MK-4827,CARBOPLATIN,RPMI7951,910903,-0.3162039896,skin,-0.31620398,-0.9565815,0.6403775
DINACICLIB,L778123,UWB1289,1480374,3.9904493927,urogenital_system,3.9904494,4.6350904,0.6446409
TOPOTECAN,ABT-888,SK-OV-3,905959,-9.2155056785,urogenital_system,-9.215506,-8.569137,0.646369
5-FU,BORTEZOMIB,MDAMB436,1240172,-2.0255657606,breast,-2.0255659,-1.3785957,0.64697015
DINACICLIB,L778123,NCIH1650,687800,7.131613409,lung,7.1316133,6.4836187,0.6479945
DASATINIB,MK-4541,NCIH1650,687800,27.5009767486,lung,27.500977,26.852047,0.6489296
SORAFENIB,TEMOZOLOMIDE,LOVO,907790,-7.361379537,digestive_system,-7.3613796,-8.010614,0.6492348
ABT-888,BEZ-235,A2058,906792,24.0709714753,skin,24.07097,23.419765,0.65120506
MITOMYCINE,AZD1775,NCIH520,908443,4.7953984628,lung,4.795398,5.45586,0.6604619
SORAFENIB,METHOTREXATE,A2058,906792,-10.3285896176,skin,-10.328589,-9.668122,0.66046715
METHOTREXATE,LAPATINIB,OCUBM,909256,-7.7771315907,breast,-7.7771316,-7.1149025,0.66222906
L778123,VINBLASTINE,NCIH520,908443,15.5415198069,lung,15.54152,16.205215,0.66369534
SORAFENIB,SN-38,UACC62,905976,1.2497411038,skin,1.2497411,0.5860061,0.663735
DASATINIB,L778123,SW837,909755,22.6847643898,digestive_system,22.684765,22.020565,0.6641998
DINACICLIB,TEMOZOLOMIDE,HCT116,905936,-6.3729566227,digestive_system,-6.3729568,-7.039594,0.6666374
SORAFENIB,DOXORUBICIN,VCAP,1299075,-17.3132958751,urogenital_system,-17.313295,-16.645527,0.6677685
DOXORUBICIN,ABT-888,OV90,1240197,-6.7078020181,urogenital_system,-6.707802,-7.376106,0.66830397
METHOTREXATE,ZOLINZA,HT144,907067,-5.870905196,skin,-5.8709054,-5.201883,0.66902256
ERLOTINIB,DEXAMETHASONE,LOVO,907790,18.4963780273,digestive_system,18.496378,17.82714,0.66923714
L778123,PD325901,OV90,1240197,9.215368347,urogenital_system,9.215368,9.888705,0.673337
SORAFENIB,MITOMYCINE,A375,906793,-12.1363919987,skin,-12.136392,-12.810149,0.67375755
SUNITINIB,L778123,VCAP,1299075,13.581039813,urogenital_system,13.581039,12.906737,0.6743021
MK-8776,MITOMYCINE,OV90,1240197,5.7631466477,urogenital_system,5.763147,6.440917,0.67777014
DASATINIB,MK-4541,T-47D,905945,-4.4433969877,breast,-4.443397,-3.765432,0.67796516
METHOTREXATE,MK-2206,SW837,909755,8.37102601,digestive_system,8.371026,7.692065,0.6789613
BORTEZOMIB,SUNITINIB,UACC62,905976,-6.5817427996,skin,-6.581743,-5.9018736,0.6798692
SUNITINIB,MK-8776,SKMEL30,909726,10.2480240435,skin,10.248024,10.929606,0.68158245
MK-8776,ERLOTINIB,OV90,1240197,5.0422857722,urogenital_system,5.042286,4.35998,0.6823058
MK-8776,TOPOTECAN,RKO,909698,7.3701934801,digestive_system,7.3701935,8.059494,0.68930054
METHOTREXATE,MK-8776,NCIH2122,722046,-7.6173201262,lung,-7.61732,-8.309142,0.69182205
VINBLASTINE,PD325901,SKMEL30,909726,-1.9239518231,skin,-1.9239519,-2.6247904,0.70083857
DOXORUBICIN,L778123,UWB1289,1480374,-1.7064511409,urogenital_system,-1.7064512,-2.4073598,0.70090866
SORAFENIB,ERLOTINIB,MDAMB436,1240172,-0.1383704857,breast,-0.13837048,0.56463367,0.7030041
OXALIPLATIN,MK-4827,T-47D,905945,-8.2520420829,breast,-8.252042,-8.960153,0.7081108
MK-8776,METHOTREXATE,NCIH2122,722046,-7.6173201262,lung,-7.61732,-8.325889,0.7085686
L778123,MK-8776,RPMI7951,910903,0.9189501355,skin,0.91895014,0.20809567,0.7108545
MK-4541,ERLOTINIB,OV90,1240197,1.6018543126,urogenital_system,1.6018543,0.885403,0.71645135
VINORELBINE,MRK-003,HCT116,905936,-13.9177801721,digestive_system,-13.91778,-13.2012005,0.71657944
CYCLOPHOSPHAMIDE,MK-2206,NCIH23,905942,0.4155516289,lung,0.41555163,1.1327788,0.7172271
PACLITAXEL,MK-4827,SKMEL30,909726,1.0178057176,skin,1.0178057,0.2994969,0.7183088
LAPATINIB,MK-2206,SKMEL30,909726,26.6949345807,skin,26.694935,25.974445,0.7204895
MK-4827,MITOMYCINE,HT144,907067,4.7077381868,skin,4.7077384,3.9862137,0.7215247
LAPATINIB,MK-8776,SKMES1,909728,2.188944708,lung,2.1889448,1.4659197,0.7230251
GEMCITABINE,BORTEZOMIB,NCIH520,908443,-17.7878873701,lung,-17.787888,-18.514294,0.7264061
CYCLOPHOSPHAMIDE,MK-2206,VCAP,1299075,10.9162223389,urogenital_system,10.916223,11.643373,0.72714996
BEZ-235,PACLITAXEL,OV90,1240197,21.623141441,urogenital_system,21.623142,22.351196,0.72805405
METHOTREXATE,L778123,NCIH520,908443,-4.503716123,lung,-4.503716,-5.232645,0.72892904
MITOMYCINE,MK-4541,SK-OV-3,905959,-1.3564414833,urogenital_system,-1.3564415,-0.6268617,0.7295798
L778123,ABT-888,OVCAR3,905933,-4.0004619233,urogenital_system,-4.000462,-3.2678201,0.73264194
ABT-888,OXALIPLATIN,SKMEL30,909726,2.0839281646,skin,2.083928,1.3510686,0.7328595
SORAFENIB,CARBOPLATIN,SKMEL30,909726,-2.3836349895,skin,-2.383635,-1.6497982,0.7338369
MK-4541,GEMCITABINE,A2058,906792,2.1154547064,skin,2.1154547,2.8496697,0.734215
MITOMYCINE,MK-4827,NCIH520,908443,4.484228408,lung,4.4842286,3.7493124,0.7349162
MK-8776,SUNITINIB,RKO,909698,0.267995184,digestive_system,0.26799518,-0.4704156,0.7384108
SORAFENIB,OXALIPLATIN,OV90,1240197,-10.2613495332,urogenital_system,-10.26135,-11.000137,0.73878765
SUNITINIB,MK-4541,A375,906793,12.680818097,skin,12.680819,11.9416895,0.73912907
ETOPOSIDE,ABT-888,OCUBM,909256,8.3338869668,breast,8.333887,7.5939198,0.73996735
CYCLOPHOSPHAMIDE,DINACICLIB,OV90,1240197,-1.2093687729,urogenital_system,-1.2093688,-0.46809053,0.7412783
MK-4827,SUNITINIB,SW837,909755,-8.3185379819,digestive_system,-8.318538,-7.576984,0.7415538
METFORMIN,MK-2206,A2058,906792,12.7566739645,skin,12.756674,13.498547,0.7418728
TOPOTECAN,AZD1775,A2058,906792,5.7150175915,skin,5.715018,4.972086,0.74293184
DEXAMETHASONE,MK-2206,T-47D,905945,-10.0545242407,breast,-10.054524,-10.798254,0.7437296
MK-8776,ZOLINZA,RPMI7951,910903,1.8168101563,skin,1.8168101,1.0718763,0.74493384
MK-8776,ETOPOSIDE,MSTO,908152,5.3164511979,lung,5.316451,4.5700855,0.74636555
SUNITINIB,VINBLASTINE,OCUBM,909256,4.6231897187,breast,4.62319,3.873982,0.749208
L778123,TOPOTECAN,UACC62,905976,6.7369374124,skin,6.7369375,5.9859962,0.7509413
PD325901,SUNITINIB,SK-OV-3,905959,18.6511872612,urogenital_system,18.651188,19.40496,0.75377274
GEMCITABINE,DINACICLIB,SK-OV-3,905959,-17.8478119894,urogenital_system,-17.847813,-17.090473,0.7573395
ABT-888,SN-38,HT144,907067,8.1454557502,skin,8.145455,8.904262,0.7588062
SUNITINIB,AZD1775,NCIH520,908443,4.0762137574,lung,4.076214,3.3173034,0.7589104
CARBOPLATIN,MK-8776,SW837,909755,-9.3820412009,digestive_system,-9.382041,-10.142291,0.7602501
MK-8776,ETOPOSIDE,SKMES1,909728,-14.1575925921,lung,-14.157593,-13.397285,0.7603073
L778123,MK-8776,NCIH520,908443,9.232732447,lung,9.232733,8.468991,0.7637415
METHOTREXATE,AZD1775,OCUBM,909256,-6.0184603614,breast,-6.0184603,-5.2532215,0.76523876
GELDANAMYCIN,PACLITAXEL,HCT116,905936,-9.4987120984,digestive_system,-9.498713,-8.732328,0.7663841
SUNITINIB,OXALIPLATIN,UACC62,905976,-8.757806778,skin,-8.757807,-9.528011,0.77020454
MK-4541,DASATINIB,NCIH520,908443,28.0877694477,lung,28.087769,28.864834,0.7770653
GEMCITABINE,SUNITINIB,OV90,1240197,0.0378561228,urogenital_system,0.037856124,0.81756806,0.77971196
MK-4827,METFORMIN,HCT116,905936,5.685305592,digestive_system,5.6853056,6.468197,0.7828913
TEMOZOLOMIDE,DINACICLIB,NCIH23,905942,-6.1663445198,lung,-6.1663446,-6.949468,0.7831235
ETOPOSIDE,BORTEZOMIB,RKO,909698,-0.3732582988,digestive_system,-0.3732583,0.4105755,0.7838338
ABT-888,BEZ-235,UACC62,905976,19.8343063949,skin,19.834307,20.618336,0.784029
LAPATINIB,MK-4541,RKO,909698,-0.7375285502,digestive_system,-0.73752856,0.049384177,0.78691274
GELDANAMYCIN,SUNITINIB,NCIH2122,722046,-0.2935596512,lung,-0.29355964,0.49440494,0.7879646
DINACICLIB,GEMCITABINE,MSTO,908152,-7.8159257094,lung,-7.8159256,-7.025826,0.7900996
BORTEZOMIB,AZD1775,A2058,906792,0.2380155481,skin,0.23801555,1.030224,0.79220843
MK-2206,DEXAMETHASONE,T-47D,905945,-10.0545242407,breast,-10.054524,-9.259377,0.7951479
MK-8669,ABT-888,LOVO,907790,6.9283136783,digestive_system,6.9283137,6.1299047,0.798409
PD325901,METFORMIN,NCIH520,908443,-0.7414717792,lung,-0.74147177,-1.540423,0.79895127
MK-8669,MK-4827,HCT116,905936,2.3863252571,digestive_system,2.3863254,1.5828912,0.80343413
L778123,TEMOZOLOMIDE,SKMEL30,909726,9.1616642255,skin,9.161664,8.357457,0.80420685
GEMCITABINE,SUNITINIB,OVCAR3,905933,-8.4998526206,urogenital_system,-8.499852,-7.695516,0.8043361
MITOMYCINE,PD325901,SKMES1,909728,-9.8423003359,lung,-9.8423,-10.648677,0.80637646
L778123,ERLOTINIB,NCIH520,908443,14.0909160225,lung,14.090916,13.281512,0.8094034
MK-5108,5-FU,RPMI7951,910903,4.4237664099,skin,4.4237666,3.6136308,0.81013584
ABT-888,DEXAMETHASONE,MDAMB436,1240172,0.7199036137,breast,0.7199036,1.5362293,0.81632566
DINACICLIB,VINBLASTINE,SW837,909755,-19.2183482486,digestive_system,-19.218348,-20.0354,0.81705284
MRK-003,ABT-888,SKMES1,909728,1.9787136668,lung,1.9787136,1.1616385,0.81707513
DOXORUBICIN,AZD1775,MDAMB436,1240172,2.1830057955,breast,2.1830058,3.0009336,0.81792784
GEMCITABINE,AZD1775,NCIH1650,687800,17.662721003,lung,17.662722,18.48111,0.818388
MK-4541,PACLITAXEL,SK-OV-3,905959,8.7052696613,urogenital_system,8.70527,9.526251,0.820981
BEZ-235,5-FU,RPMI7951,910903,12.7059498499,skin,12.70595,13.530647,0.8246975
DASATINIB,SN-38,HCT116,905936,0.4233868813,digestive_system,0.42338687,1.2488556,0.8254687
METFORMIN,L778123,NCIH1650,687800,-4.9284313025,lung,-4.9284315,-4.0976276,0.8308039
METFORMIN,AZD1775,A2058,906792,8.488617477,skin,8.488618,9.323254,0.83463573
BEZ-235,5-FU,NCIH23,905942,4.9902197108,lung,4.9902196,5.836483,0.8462634
ZOLINZA,5-FU,T-47D,905945,7.5300079477,breast,7.530008,6.682542,0.847466
ERLOTINIB,VINORELBINE,OCUBM,909256,0.6502776565,breast,0.6502777,1.499963,0.8496854
MRK-003,TEMOZOLOMIDE,NCIH2122,722046,-6.5481055139,lung,-6.5481057,-5.6974454,0.8506603
GELDANAMYCIN,PACLITAXEL,SK-OV-3,905959,1.3336493126,urogenital_system,1.3336493,0.48244628,0.85120296
OXALIPLATIN,LAPATINIB,T-47D,905945,-11.3192450497,breast,-11.319245,-10.464406,0.8548393
TEMOZOLOMIDE,OXALIPLATIN,UWB1289,1480374,-8.1497134025,urogenital_system,-8.1497135,-7.2944403,0.85527325
CARBOPLATIN,MK-4827,RPMI7951,910903,-0.3162039896,skin,-0.31620398,-1.1717155,0.85551155
MK-4541,GEMCITABINE,MDAMB436,1240172,6.2682969218,breast,6.2682967,5.412129,0.8561678
L778123,MITOMYCINE,HT144,907067,-11.0807248859,skin,-11.080725,-10.222571,0.85815334
LAPATINIB,MK-4827,UWB1289,1480374,11.2931426659,urogenital_system,11.293142,10.433912,0.85923004
L778123,GEMCITABINE,OCUBM,909256,4.3257123236,breast,4.325712,3.4623063,0.86340594
METFORMIN,DASATINIB,T-47D,905945,13.1320297388,breast,13.13203,12.268442,0.8635874
MK-4827,GEMCITABINE,SKMEL30,909726,4.1030887518,skin,4.103089,4.968343,0.8652539
CARBOPLATIN,MRK-003,VCAP,1299075,7.3836524763,urogenital_system,7.3836527,6.515442,0.8682108
SUNITINIB,BEZ-235,SKMES1,909728,20.9231979783,lung,20.923199,21.793053,0.869854
GELDANAMYCIN,ABT-888,UACC62,905976,4.1728440759,skin,4.172844,3.2992125,0.8736315
MK-8776,SN-38,HT144,907067,10.1496854823,skin,10.149686,9.273499,0.8761873
SUNITINIB,MRK-003,HT144,907067,10.3551146713,skin,10.355115,9.478023,0.87709236
LAPATINIB,AZD1775,NCIH2122,722046,3.2292078373,lung,3.2292078,4.1081395,0.87893176
ABT-888,MK-2206,SK-OV-3,905959,5.3497231055,urogenital_system,5.3497233,6.2334895,0.8837662
DINACICLIB,LAPATINIB,SK-OV-3,905959,1.8509298616,urogenital_system,1.8509299,0.96395147,0.8869784
TEMOZOLOMIDE,DINACICLIB,OCUBM,909256,6.4089925467,breast,6.408993,7.3087277,0.899735
ZOLINZA,5-FU,RPMI7951,910903,-0.2406381746,skin,-0.24063818,0.65928906,0.89992726
SORAFENIB,TEMOZOLOMIDE,SKMEL30,909726,7.0418645262,skin,7.0418644,7.9424863,0.9006219
ERLOTINIB,MRK-003,UACC62,905976,18.2832436286,skin,18.283243,19.188713,0.9054699
GELDANAMYCIN,SUNITINIB,OCUBM,909256,10.6206314718,breast,10.620631,9.713757,0.90687466
MK-5108,SORAFENIB,HCT116,905936,12.3959795235,digestive_system,12.39598,13.306482,0.91050243
GELDANAMYCIN,MRK-003,VCAP,1299075,1.7841606164,urogenital_system,1.7841606,0.87352496,0.91063565
SUNITINIB,MK-4541,A2058,906792,9.0249743652,skin,9.024975,9.941218,0.91624355
MK-4541,CYCLOPHOSPHAMIDE,SKMEL30,909726,7.3471493781,skin,7.3471494,6.430483,0.9166665
LAPATINIB,SN-38,UACC62,905976,13.8426252627,skin,13.842626,14.7625885,0.9199629
PD325901,MITOMYCINE,SKMES1,909728,-9.8423003359,lung,-9.8423,-8.9206085,0.9216919
AZD1775,ZOLINZA,NCIH520,908443,-0.8368904936,lung,-0.8368905,0.086997546,0.9238881
ABT-888,GEMCITABINE,LOVO,907790,-2.3760725672,digestive_system,-2.3760726,-1.4473267,0.928746
ZOLINZA,SN-38,SKMEL30,909726,-3.4177553931,skin,-3.4177554,-2.4847727,0.9329827
GELDANAMYCIN,AZD1775,RKO,909698,3.3570132241,digestive_system,3.3570132,4.2964287,0.93941545
MK-2206,CYCLOPHOSPHAMIDE,NCIH23,905942,0.4155516289,lung,0.41555163,1.3585294,0.9429778
VINORELBINE,AZD1775,SKMEL30,909726,-6.0062596334,skin,-6.0062594,-5.062111,0.94414854
METHOTREXATE,MRK-003,SK-OV-3,905959,12.2044323069,urogenital_system,12.2044325,11.258691,0.94574165
SN-38,ZOLINZA,UWB1289,1480374,10.6814198146,urogenital_system,10.681419,9.734597,0.94682217
BORTEZOMIB,SUNITINIB,MDAMB436,1240172,-3.0563661929,breast,-3.0563662,-2.105552,0.95081425
CYCLOPHOSPHAMIDE,MK-2206,OVCAR3,905933,5.415567499,urogenital_system,5.4155674,4.462808,0.95275927
OXALIPLATIN,PD325901,OCUBM,909256,12.3817499407,breast,12.38175,13.336502,0.95475197
DINACICLIB,OXALIPLATIN,OVCAR3,905933,-4.7367694563,urogenital_system,-4.7367697,-3.780292,0.95647764
MK-2206,CYCLOPHOSPHAMIDE,VCAP,1299075,10.9162223389,urogenital_system,10.916223,9.957768,0.95845413
AZD1775,SORAFENIB,NCIH520,908443,4.0918847469,lung,4.0918846,3.1303005,0.9615841
AZD1775,MK-2206,NCIH23,905942,13.4261892872,lung,13.426189,14.387821,0.9616318
METHOTREXATE,MRK-003,MSTO,908152,-10.7606227231,lung,-10.760623,-9.797645,0.96297836
BORTEZOMIB,ETOPOSIDE,RKO,909698,-0.3732582988,digestive_system,-0.3732583,0.59049153,0.9637498
LAPATINIB,5-FU,OVCAR3,905933,18.0118570501,urogenital_system,18.011858,18.977062,0.96520424
MRK-003,GEMCITABINE,NCIH23,905942,-5.8043428752,lung,-5.8043427,-4.837302,0.96704054
PD325901,DEXAMETHASONE,HT144,907067,2.360633829,skin,2.3606339,3.3288393,0.96820545
DASATINIB,MITOMYCINE,A2058,906792,17.7293331286,skin,17.729334,18.69822,0.9688854
MK-8776,MK-2206,OCUBM,909256,11.2496037682,breast,11.249604,10.280405,0.9691992
MK-4541,VINBLASTINE,RPMI7951,910903,-18.4971530336,skin,-18.497152,-17.525345,0.9718075
BEZ-235,ERLOTINIB,OV90,1240197,23.6579838694,urogenital_system,23.657984,24.632355,0.97437096
PD325901,ETOPOSIDE,VCAP,1299075,14.5451853124,urogenital_system,14.545185,15.521316,0.9761305
SUNITINIB,MK-8776,RKO,909698,0.267995184,digestive_system,0.26799518,1.2444468,0.9764516
SUNITINIB,CYCLOPHOSPHAMIDE,A375,906793,8.3621193843,skin,8.36212,7.383836,0.9782839
MK-4541,AZD1775,NCIH23,905942,0.3330929371,lung,0.33309293,-0.64575315,0.9788461
ZOLINZA,AZD1775,NCIH520,908443,-0.8368904936,lung,-0.8368905,0.14291807,0.97980857
MK-2206,L778123,HCT116,905936,11.4799331505,digestive_system,11.479933,10.498684,0.98124886
METFORMIN,TEMOZOLOMIDE,A375,906793,-3.7947620517,skin,-3.7947621,-2.8108957,0.98386645
DEXAMETHASONE,MK-4827,NCIH2122,722046,13.9621540321,lung,13.962154,12.977969,0.9841852
SN-38,MK-2206,A2058,906792,17.1730240469,skin,17.173023,16.1857,0.98732376
LAPATINIB,DINACICLIB,A2058,906792,12.2502026071,skin,12.250202,11.261542,0.98865986
VINORELBINE,GELDANAMYCIN,NCIH1650,687800,-12.1229265715,lung,-12.122927,-13.11471,0.99178314
MK-2206,METFORMIN,OV90,1240197,5.0345444497,urogenital_system,5.0345445,6.02836,0.9938154
PD325901,ERLOTINIB,A2058,906792,6.4222052802,skin,6.4222054,7.4161887,0.99398327
SUNITINIB,LAPATINIB,MDAMB436,1240172,6.608892881,breast,6.608893,7.6074753,0.99858236
BORTEZOMIB,MK-8776,RKO,909698,-1.1021519523,digestive_system,-1.102152,-0.10306895,0.99908304
MK-5108,VINBLASTINE,T-47D,905945,9.6091452528,breast,9.609145,10.610865,1.0017195
ZOLINZA,MK-4827,VCAP,1299075,16.9964097218,urogenital_system,16.99641,18.008327,1.0119171
SORAFENIB,TEMOZOLOMIDE,MSTO,908152,-11.0911285465,lung,-11.091128,-10.070676,1.0204525
SORAFENIB,METFORMIN,VCAP,1299075,7.4470224597,urogenital_system,7.4470224,6.4256105,1.0214119
SN-38,TEMOZOLOMIDE,RPMI7951,910903,-4.0276605908,skin,-4.0276604,-3.0059152,1.0217452
METHOTREXATE,L778123,HT144,907067,-3.105971225,skin,-3.1059713,-4.1299453,1.023974
MRK-003,BORTEZOMIB,LNCAP,907788,-2.7690107121,urogenital_system,-2.7690108,-1.7418326,1.0271782
TEMOZOLOMIDE,L778123,SKMEL30,909726,9.1616642255,skin,9.161664,10.190277,1.0286131
MK-4827,AZD1775,UWB1289,1480374,66.3561316865,urogenital_system,66.35613,65.32606,1.0300751
DOXORUBICIN,L778123,UACC62,905976,-7.8565846149,skin,-7.8565845,-6.824303,1.0322814
TEMOZOLOMIDE,MK-5108,UACC62,905976,-2.8923950101,skin,-2.892395,-3.9294586,1.0370636
MK-8669,MK-4827,NCIH520,908443,9.909229782,lung,9.90923,10.946494,1.0372639
OXALIPLATIN,MRK-003,SKMES1,909728,-7.2697133832,lung,-7.2697134,-8.307505,1.0377913
ERLOTINIB,BEZ-235,NCIH520,908443,36.2968672118,lung,36.296867,37.338474,1.0416069
L778123,MK-2206,HCT116,905936,11.4799331505,digestive_system,11.479933,10.437152,1.0427809
MK-2206,5-FU,MDAMB436,1240172,11.6053738313,breast,11.605373,10.562223,1.04315
ABT-888,5-FU,MSTO,908152,-1.7930738645,lung,-1.7930739,-0.74846077,1.0446131
DEXAMETHASONE,BEZ-235,NCIH520,908443,26.8048139543,lung,26.804813,25.759747,1.0450668
MK-4541,GEMCITABINE,RPMI7951,910903,-6.4650082944,skin,-6.4650083,-5.4169865,1.0480218
