Drug1,Drug2,Cell line,ID,ZIP,Bliss,Loewe,HSA
5-FU,LAPATINIB,MDAMB436,34498.5,-1.3324999999999998,-1.1800000000000002,-0.45999999999999963,2.05
5-FU,LAPATINIB,MSTO,36830.5,-14.425,-29.474999999999998,-26.284999999999997,-21.5625
5-FU,LAPATINIB,NCI-H460,100147.6,-1.3679999999999999,-5.696,-7.634,-1.582
5-FU,LAPATINIB,NCIH1650,38858.5,-6.154999999999999,-4.9925,2.1675,4.0975
5-FU,LAPATINIB,NCIH2122,41190.5,5.545,3.925,6.35,9.5275
5-FU,LAPATINIB,NCIH23,98425.0,-4.140000000000001,-4.59,-2.664,-0.20199999999999996
5-FU,LAPATINIB,NCIH520,48006.5,-0.8500000000000001,-1.2974999999999999,-3.0375000000000005,1.2475
5-FU,LAPATINIB,OCUBM,50338.5,-2.4450000000000003,-2.6149999999999998,-5.562500000000001,5.4
5-FU,LAPATINIB,OV90,52670.5,-6.602500000000001,-3.9725,-0.21499999999999997,0.9274999999999998
5-FU,LAPATINIB,OVCAR3,107604.6,-7.508,-4.452,0.284,2.138
5-FU,LAPATINIB,PA1,57334.5,8.855,8.58,3.39,10.95
5-FU,LAPATINIB,RKO,59666.5,0.2149999999999999,-0.925,4.555,6.9725
5-FU,LAPATINIB,RPMI7951,61998.5,0.8549999999999998,2.67,2.66,5.677499999999999
5-FU,LAPATINIB,SK-OV-3,118732.0,-2.9839999999999995,0.82,4.512,6.232000000000001
5-FU,LAPATINIB,SKMEL30,64254.5,1.9250000000000003,5.1825,2.2325,5.9725
5-FU,LAPATINIB,SKMES1,66586.5,-6.7925,-7.35,-0.7674999999999997,4.6675
5-FU,LAPATINIB,SW-620,120598.4,3.1399999999999997,3.752,-4.272,1.964
5-FU,LAPATINIB,SW837,73582.5,-9.032500000000002,-7.455,2.755,4.545
5-FU,LAPATINIB,T-47D,124330.4,-7.266000000000001,-7.502000000000001,0.7360000000000001,1.796
5-FU,LAPATINIB,UACC62,126014.8,-3.176,0.2960000000000001,1.4440000000000002,3.21
5-FU,LAPATINIB,UWB1289,80350.5,-2.04,-1.725,-0.9874999999999999,4.6625
5-FU,LAPATINIB,VCAP,85014.5,-1.7474999999999998,3.235,3.3825000000000003,4.09
5-FU,MK-2206,A2058,42.5,6.484999999999999,8.74,9.56,12.57
5-FU,MK-2206,A2780,2374.5,8.16,7.5249999999999995,10.1775,14.549999999999999
5-FU,MK-2206,A375,4682.5,-1.5224999999999997,-0.30500000000000005,-4.675,0.275
5-FU,MK-2206,A427,6942.5,-0.4075000000000001,1.3850000000000002,5.6425,8.6975
5-FU,MK-2206,ES2,18518.5,-3.795,-2.9275,-2.0774999999999997,0.24249999999999988
5-FU,MK-2206,HCT116,20850.5,0.43000000000000005,-0.9399999999999997,-3.655,0.8375
5-FU,MK-2206,HT144,23078.5,-7.5,-3.4175,0.33999999999999997,2.0325
5-FU,MK-2206,LNCAP,30074.5,-2.4149999999999996,-4.035,1.2525,4.785
5-FU,MK-2206,LOVO,32170.5,-3.1075000000000004,-3.8225000000000002,0.35749999999999993,2.5925000000000002
5-FU,MK-2206,MDAMB436,34502.5,-5.6450000000000005,-3.9225,1.8775,3.555
5-FU,MK-2206,MSTO,36834.5,-2.9925,-14.755,-10.325,-5.925
5-FU,MK-2206,NCI-H460,45678.5,-0.29250000000000004,0.6425000000000001,3.67,6.244999999999999
5-FU,MK-2206,NCIH1650,38862.5,-9.094999999999999,-1.4000000000000001,3.7800000000000002,6.1325
5-FU,MK-2206,NCIH2122,41194.5,2.9725,3.255,7.235,10.11
5-FU,MK-2206,NCIH23,43526.5,-5.5625,-3.9125000000000005,1.1275000000000002,3.6875
5-FU,MK-2206,NCIH520,48010.5,-4.949999999999999,-5.37,-1.1300000000000001,4.48
5-FU,MK-2206,OCUBM,50342.5,-2.915,-1.7275,-11.535,3.755
5-FU,MK-2206,OV90,52674.5,-7.6175000000000015,-3.4525,-5.1775,3.0025000000000004
5-FU,MK-2206,OVCAR3,55006.5,-4.1725,-4.77,3.15,7.1
5-FU,MK-2206,PA1,57338.5,7.695,8.1275,8.815000000000001,12.4
5-FU,MK-2206,RKO,59670.5,-1.525,-0.7349999999999999,6.077500000000001,7.9975000000000005
5-FU,MK-2206,RPMI7951,62002.5,-9.485,-1.8075,3.015,5.3525
5-FU,MK-2206,SK-OV-3,68922.5,0.5874999999999999,2.305,4.164999999999999,6.6575
5-FU,MK-2206,SKMEL30,64258.5,-0.3599999999999999,3.9825,3.1875,5.6575
5-FU,MK-2206,SKMES1,66590.5,-7.165000000000001,-6.734999999999999,4.775,6.345
5-FU,MK-2206,SW-620,71254.5,-0.9524999999999999,1.7225000000000001,3.7925000000000004,6.407499999999999
5-FU,MK-2206,SW837,73586.5,-8.8625,-10.305,-1.625,0.2250000000000001
5-FU,MK-2206,T-47D,75918.5,-6.680000000000001,-5.732500000000001,2.6575,4.32
5-FU,MK-2206,UACC62,78022.5,-8.615,-3.4974999999999996,3.2424999999999997,5.34
5-FU,MK-2206,UWB1289,80354.5,-1.7249999999999999,-0.45499999999999996,6.407500000000001,8.5775
5-FU,MK-2206,VCAP,85018.5,1.3925,2.795,-6.995,5.6225000000000005
5-FU,MK-4827,A2058,46.5,1.1425,-0.8225,-0.16000000000000003,3.46
5-FU,MK-4827,A2780,2378.5,7.71,6.7625,9.4025,14.2425
5-FU,MK-4827,A375,4686.5,3.5225,2.625,1.1775,6.4375
5-FU,MK-4827,A427,6946.5,-1.1825,0.019999999999999907,-1.4375,6.42
5-FU,MK-4827,ES2,18522.5,-1.7049999999999998,-1.9675,-3.4775,0.8925000000000001
5-FU,MK-4827,HCT116,20854.5,3.7725000000000004,2.27,0.26999999999999996,7.16
5-FU,MK-4827,HT144,23082.5,-7.835,-3.4775,0.15500000000000003,2.2649999999999997
5-FU,MK-4827,LNCAP,30078.5,-11.5,-16.052500000000002,-10.52,-6.234999999999999
5-FU,MK-4827,LOVO,32174.5,-6.942500000000001,-7.3325,-4.83,-1.1850000000000003
5-FU,MK-4827,MDAMB436,34506.5,-12.065000000000001,-11.172500000000001,1.0474999999999999,2.9425
5-FU,MK-4827,MSTO,36838.5,-13.452499999999999,-28.2375,-26.2175,-20.497500000000002
5-FU,MK-4827,NCI-H460,45682.5,-3.4450000000000003,-4.02,-8.4625,1.2275
5-FU,MK-4827,NCIH1650,38866.5,-8.855,-5.772500000000001,-10.565000000000001,-3.215
5-FU,MK-4827,NCIH2122,41198.5,1.505,2.435,0.28750000000000003,5.859999999999999
5-FU,MK-4827,NCIH23,43530.5,-9.425,-10.0425,-6.915000000000001,-2.6424999999999996
5-FU,MK-4827,NCIH520,48014.5,-1.8675000000000002,-2.345,2.5649999999999995,6.0975
5-FU,MK-4827,OCUBM,50346.5,-2.875,0.11499999999999999,3.6850000000000005,6.4399999999999995
5-FU,MK-4827,OV90,52678.5,-7.4225,-4.4675,-4.1675,-1.1875
5-FU,MK-4827,OVCAR3,55010.5,-6.68,-5.68,-9.73,-2.1675
5-FU,MK-4827,PA1,57342.5,4.38,4.05,3.0575,8.99
5-FU,MK-4827,RKO,59674.5,-2.5725,-4.04,-3.38,3.3975
5-FU,MK-4827,RPMI7951,62006.5,-4.5625,0.865,0.5349999999999999,4.0649999999999995
5-FU,MK-4827,SK-OV-3,68926.5,-4.0075,-2.14,-8.98,-0.29000000000000004
5-FU,MK-4827,SKMEL30,64262.5,0.94,6.032500000000001,2.86,6.9475
5-FU,MK-4827,SKMES1,66594.5,-8.504999999999999,-5.9175,-1.775,0.0
5-FU,MK-4827,SW-620,71258.5,-0.52,-0.32,0.5575,4.727500000000001
5-FU,MK-4827,SW837,73590.5,-11.4525,-14.787499999999998,-9.395,-7.0200000000000005
5-FU,MK-4827,T-47D,75922.5,-6.6625,-4.1325,2.6875,3.6975000000000002
5-FU,MK-4827,UACC62,78026.5,-9.625,-4.6825,-0.9675,0.6025
5-FU,MK-4827,UWB1289,80358.5,-10.9625,-10.0075,-0.7875000000000001,1.8575
5-FU,MK-4827,VCAP,85022.5,0.010000000000000064,6.4325,-0.12000000000000002,6.7325
5-FU,MK-5108,A2058,50.5,7.78,7.952499999999999,-0.01749999999999985,10.879999999999999
5-FU,MK-5108,A2780,2382.5,7.57,6.93,8.16,13.455
5-FU,MK-5108,A375,4690.5,0.3,4.8825,1.3424999999999998,4.5525
5-FU,MK-5108,A427,6950.5,1.4700000000000002,1.0625000000000002,2.03,7.532500000000001
5-FU,MK-5108,ES2,18526.5,-0.11249999999999993,3.4924999999999997,2.0225,6.182499999999999
5-FU,MK-5108,HCT116,20858.5,5.675,3.7299999999999995,4.2825,8.9825
5-FU,MK-5108,HT144,23086.5,-9.1225,-1.6750000000000003,3.2975000000000003,4.0575
5-FU,MK-5108,LNCAP,30082.5,-8.375,-12.105,-7.470000000000001,-1.9800000000000002
5-FU,MK-5108,LOVO,32178.5,0.3700000000000001,-0.42000000000000015,0.9650000000000001,6.22
5-FU,MK-5108,MDAMB436,34510.5,-6.535,-3.0549999999999997,-2.4450000000000003,0.9175
5-FU,MK-5108,MSTO,36842.5,-12.182500000000001,-25.599999999999998,-22.5025,-18.9825
5-FU,MK-5108,NCI-H460,45686.5,-2.5075,-4.757499999999999,-2.215,2.465
5-FU,MK-5108,NCIH1650,38870.5,-8.75,-2.81,-0.13750000000000018,1.5875
5-FU,MK-5108,NCIH2122,41202.5,1.255,1.145,1.8025,6.942500000000001
5-FU,MK-5108,NCIH23,43534.5,-6.8825,-6.73,-1.05,3.2424999999999997
5-FU,MK-5108,NCIH520,48018.5,-2.1525,-2.15,2.24,6.4725
5-FU,MK-5108,OCUBM,50350.5,-1.1725,0.005000000000000032,0.15250000000000002,5.2225
5-FU,MK-5108,OV90,52682.5,-5.5875,0.16249999999999987,3.69,3.9924999999999997
5-FU,MK-5108,OVCAR3,55014.5,-0.8074999999999999,0.4624999999999999,4.1025,6.385
5-FU,MK-5108,PA1,57346.5,5.82,5.425,6.592499999999999,12.142500000000002
5-FU,MK-5108,RKO,59678.5,-0.39749999999999996,-1.665,-6.244999999999999,-0.5249999999999999
5-FU,MK-5108,RPMI7951,62010.5,-2.6075,-0.7274999999999999,1.8775,5.2775
5-FU,MK-5108,SK-OV-3,68930.5,2.3874999999999997,7.5975,8.5,8.555
5-FU,MK-5108,SKMEL30,64266.5,5.17,9.75,8.11,11.059999999999999
5-FU,MK-5108,SKMES1,66598.5,-9.56,-10.692499999999999,-8.2225,-0.9500000000000002
5-FU,MK-5108,SW-620,71262.5,2.1025,4.4399999999999995,5.69,8.89
5-FU,MK-5108,SW837,73594.5,-1.1724999999999999,-3.5475,-10.485000000000001,-3.7699999999999996
5-FU,MK-5108,T-47D,75926.5,-5.4125,-3.9175,3.0125,4.132499999999999
5-FU,MK-5108,UACC62,78030.5,-3.9725,0.93,3.5024999999999995,6.0375000000000005
5-FU,MK-5108,UWB1289,80362.5,-9.4925,-7.7175,1.25,4.185
5-FU,MK-5108,VCAP,85026.5,1.22,5.567500000000001,-15.120000000000001,7.2075
5-FU,MK-8669,A2058,54.5,8.432500000000001,10.5475,12.7925,14.6375
5-FU,MK-8669,A2780,2386.5,7.865,6.78,11.620000000000001,14.370000000000001
5-FU,MK-8669,A375,4694.5,-1.2025000000000001,1.5299999999999998,1.7799999999999998,2.57
5-FU,MK-8669,A427,6954.5,1.5924999999999998,1.7875,7.045,8.192499999999999
5-FU,MK-8669,ES2,18530.5,-1.5675,0.32750000000000007,5.1575,6.0575
5-FU,MK-8669,HCT116,20862.5,0.36500000000000005,-0.7775000000000001,-0.08750000000000002,-0.4674999999999999
5-FU,MK-8669,HT144,23090.5,-8.6525,-3.9800000000000004,0.9325000000000001,1.5
5-FU,MK-8669,LNCAP,30086.5,-0.2699999999999999,-0.11749999999999994,6.735,9.635
5-FU,MK-8669,LOVO,32182.5,-0.47750000000000004,-0.23749999999999993,4.3125,6.577500000000001
5-FU,MK-8669,MDAMB436,34514.5,-6.422499999999999,-5.395,4.62,5.68
5-FU,MK-8669,MSTO,36846.5,-7.720000000000001,-21.105,-18.615000000000002,-16.5275
5-FU,MK-8669,NCI-H460,45690.5,0.6975,-0.4275,2.9275,2.2525
5-FU,MK-8669,NCIH1650,38874.5,-8.435,-4.3425,1.7125,2.7075
5-FU,MK-8669,NCIH2122,41206.5,6.8525,6.525,8.66,8.74
5-FU,MK-8669,NCIH23,43538.5,0.1975,0.1925,8.2525,9.555
5-FU,MK-8669,NCIH520,48022.5,-3.692500000000001,-4.075,1.975,4.62
5-FU,MK-8669,OCUBM,50354.5,2.045,3.3825,4.76,11.73
5-FU,MK-8669,OV90,52686.5,-3.2875000000000005,-3.83,-5.87,2.1525
5-FU,MK-8669,OVCAR3,55018.5,-5.317500000000001,-4.725,1.8824999999999998,2.495
5-FU,MK-8669,PA1,57350.5,8.1125,8.032499999999999,12.6375,13.445
5-FU,MK-8669,RKO,59682.5,-1.485,-0.5575,7.5925,8.4175
5-FU,MK-8669,RPMI7951,62014.5,-5.185,-2.955,7.8925,9.01
5-FU,MK-8669,SK-OV-3,68934.5,5.865,6.6725,10.707500000000001,11.935
5-FU,MK-8669,SKMEL30,64270.5,5.0525,9.98,11.1975,12.1425
5-FU,MK-8669,SKMES1,66602.5,-1.4574999999999998,-0.8400000000000001,3.0925000000000002,3.95
5-FU,MK-8669,SW-620,71266.5,-0.32999999999999985,2.85,6.547499999999999,8.0125
5-FU,MK-8669,SW837,73598.5,-3.1975,-3.2375,1.4525000000000001,1.985
5-FU,MK-8669,T-47D,75930.5,-0.945,1.9575,6.3475,8.22
5-FU,MK-8669,UACC62,78034.5,-6.5175,-3.545,3.3625000000000003,4.45
5-FU,MK-8669,UWB1289,80366.5,-5.15,-1.2100000000000006,7.765000000000001,9.48
5-FU,MK-8669,VCAP,85030.5,-0.8899999999999999,8.415,7.615,8.3275
5-FU,MK-8776,A2058,45504.5,2.8275,5.055,7.9075,10.6975
5-FU,MK-8776,A2780,2390.5,8.6125,7.9625,7.629999999999999,11.502500000000001
5-FU,MK-8776,A375,47866.5,5.05875,8.722500000000002,10.144999999999998,12.459999999999999
5-FU,MK-8776,A427,49038.5,5.8025,3.8437500000000004,7.37,11.37625
5-FU,MK-8776,ES2,54994.5,0.8062500000000001,0.19499999999999984,-2.60625,2.44375
5-FU,MK-8776,HCT116,56202.5,2.125,3.0962499999999995,1.69875,6.0925
5-FU,MK-8776,HT144,23094.5,-8.15,-3.3025,1.2425000000000002,3.1825
5-FU,MK-8776,LNCAP,30090.5,-3.9825,-3.855,-1.4325,4.275
5-FU,MK-8776,LOVO,61946.5,-0.6512499999999999,-2.26125,-1.45875,2.9875000000000003
5-FU,MK-8776,MDAMB436,34518.5,7.0424999999999995,7.45,13.9875,17.64
5-FU,MK-8776,MSTO,36850.5,-1.07,-4.7875,-7.845,-3.765
5-FU,MK-8776,NCI-H460,45694.5,7.535,7.09,7.9125,10.105
5-FU,MK-8776,NCIH1650,65334.5,-1.1887500000000004,0.5637499999999999,4.050000000000001,6.991249999999999
5-FU,MK-8776,NCIH2122,66542.5,-1.4825,-2.36875,1.605,5.515
5-FU,MK-8776,NCIH23,67750.5,-5.0525,-7.164999999999999,-5.538749999999999,-0.1899999999999999
5-FU,MK-8776,NCIH520,48026.5,2.455,2.1399999999999997,6.67,9.6025
5-FU,MK-8776,OCUBM,50358.5,10.64,11.217500000000001,18.2975,20.3475
5-FU,MK-8776,OV90,52690.5,-2.9499999999999997,-1.2075,-1.725,1.6849999999999998
5-FU,MK-8776,OVCAR3,55022.5,-1.1925,-1.225,2.8425,6.4725
5-FU,MK-8776,PA1,74698.5,-0.5425000000000001,-0.5962500000000001,0.28,4.1
5-FU,MK-8776,RKO,59686.5,-1.8025,-2.605,4.172499999999999,7.6525
5-FU,MK-8776,RPMI7951,62018.5,4.9475,5.4475,5.13,10.087499999999999
5-FU,MK-8776,SK-OV-3,68938.5,3.0949999999999998,4.2275,0.7374999999999999,5.7375
5-FU,MK-8776,SKMEL30,64274.5,-19.675,-44.055,-43.614999999999995,-39.425
5-FU,MK-8776,SKMES1,66606.5,8.532499999999999,6.2,4.897500000000001,11.0025
5-FU,MK-8776,SW-620,81698.5,3.838750000000001,5.313749999999999,-1.1099999999999999,5.573750000000001
5-FU,MK-8776,SW837,73602.5,-11.8675,-11.7875,-6.267499999999999,-3.0975
5-FU,MK-8776,T-47D,75934.5,3.575,6.614999999999999,-2.335,1.535
5-FU,MK-8776,UACC62,78038.5,-7.300000000000001,-2.1200000000000006,2.0349999999999997,4.095
5-FU,MK-8776,UWB1289,80370.5,-2.47,-3.5125,-7.055,0.6275000000000001
5-FU,MK-8776,VCAP,85034.5,-6.1,1.4425,0.7075,3.605
5-FU,PD325901,A2058,62.5,1.5949999999999998,3.7025,4.782500000000001,7.647500000000001
5-FU,PD325901,A2780,2394.5,8.425,7.967499999999999,12.337499999999999,14.487499999999999
5-FU,PD325901,A375,4702.5,-2.68,-3.965,-4.015,0.5525
5-FU,PD325901,A427,6962.5,0.3175,0.8674999999999999,7.68,9.5225
5-FU,PD325901,ES2,18538.5,-2.8675,-2.6275,0.33249999999999996,4.2825
5-FU,PD325901,HCT116,20870.5,1.8599999999999999,1.1199999999999999,3.3175,7.47
5-FU,PD325901,HT144,23098.5,-2.7575000000000003,-2.9899999999999998,-0.9499999999999997,3.6499999999999995
5-FU,PD325901,LNCAP,30094.5,-1.385,-5.825,-1.9024999999999999,-1.4425000000000003
5-FU,PD325901,LOVO,32190.5,-3.79,-4.82,-0.76,2.3274999999999997
5-FU,PD325901,MDAMB436,34522.5,-7.915,-7.225,0.7449999999999999,1.205
5-FU,PD325901,MSTO,36854.5,1.0324999999999998,1.2974999999999999,9.425,10.0625
5-FU,PD325901,NCI-H460,45698.5,-0.41,-0.31,4.8725000000000005,5.755
5-FU,PD325901,NCIH1650,38882.5,-7.692499999999999,-3.6999999999999993,0.5974999999999997,1.0074999999999998
5-FU,PD325901,NCIH2122,41214.5,-1.0299999999999998,-1.2325,3.4575,5.955
5-FU,PD325901,NCIH23,43546.5,-7.109999999999999,-6.949999999999999,2.4375,5.0975
5-FU,PD325901,NCIH520,48030.5,3.26,1.8325,-0.47750000000000004,-0.057499999999999996
5-FU,PD325901,OCUBM,50362.5,-5.1025,-0.09999999999999995,2.705,2.92
5-FU,PD325901,OV90,52694.5,-4.5775,-5.09,-23.83,-0.32999999999999996
5-FU,PD325901,OVCAR3,55026.5,-2.0725000000000002,0.044999999999999984,6.9174999999999995,7.404999999999999
5-FU,PD325901,PA1,57358.5,3.6625,3.8150000000000004,6.95,7.955
5-FU,PD325901,RKO,59690.5,-5.44,-5.8825,2.6975,4.2675
5-FU,PD325901,RPMI7951,62022.5,-10.78,-9.3125,-1.5874999999999997,0.5675
5-FU,PD325901,SK-OV-3,68942.5,-5.2924999999999995,-0.78,1.4749999999999999,2.27
5-FU,PD325901,SKMEL30,64278.5,-23.52,-61.305,-67.325,-56.3775
5-FU,PD325901,SKMES1,66610.5,-10.407499999999999,-10.8275,-8.092500000000001,-0.4475
5-FU,PD325901,SW-620,71274.5,-2.92,-3.2425,0.4225,2.5774999999999997
5-FU,PD325901,SW837,73606.5,-11.74,-11.7425,-7.1475,0.8075
5-FU,PD325901,T-47D,75938.5,-1.1549999999999998,6.1425,7.5925,7.8725000000000005
5-FU,PD325901,UACC62,78042.5,-6.3375,-7.117500000000001,-7.8825,-0.46749999999999997
5-FU,PD325901,UWB1289,80374.5,-5.3975,-1.4675,6.3549999999999995,6.842499999999999
5-FU,PD325901,VCAP,85038.5,0.017500000000000016,0.7825,-0.44749999999999995,-0.28999999999999976
5-FU,SORAFENIB,A2058,66.5,11.155,14.2475,5.0175,12.969999999999999
5-FU,SORAFENIB,A2780,2398.5,5.4125,4.88,3.1075000000000004,10.35
5-FU,SORAFENIB,A375,4706.5,7.2025,5.7675,-4.1899999999999995,9.2975
5-FU,SORAFENIB,A427,6966.5,-0.5675,-0.4075,-0.14749999999999996,5.985
5-FU,SORAFENIB,ES2,18542.5,2.015,2.6375,1.5375,8.4825
5-FU,SORAFENIB,HCT116,82354.0,1.818,0.02400000000000002,-4.794,4.854
5-FU,SORAFENIB,HT144,23102.5,1.7125000000000001,2.8875,-0.2725,8.0125
5-FU,SORAFENIB,LNCAP,30098.5,-7.25,-9.4475,-8.235,-1.825
5-FU,SORAFENIB,LOVO,32194.5,-3.2825,-5.8675,-12.425,-3.4675000000000002
5-FU,SORAFENIB,MDAMB436,34526.5,-5.3149999999999995,-5.55,-10.8725,-4.75
5-FU,SORAFENIB,MSTO,36858.5,3.515,3.1375,5.2075000000000005,6.6450000000000005
5-FU,SORAFENIB,NCI-H460,102219.6,-0.07200000000000006,-2.598,-4.622,2.7119999999999993
5-FU,SORAFENIB,NCIH1650,38886.5,-5.995,-5.125,-8.44,-3.715
5-FU,SORAFENIB,NCIH2122,41218.5,-1.9575,-2.7275,-4.245,1.665
5-FU,SORAFENIB,NCIH23,100497.0,-6.402000000000001,-5.804,-3.97,1.2919999999999998
5-FU,SORAFENIB,NCIH520,48034.5,2.5100000000000002,1.1525,3.9625,9.9925
5-FU,SORAFENIB,OCUBM,50366.5,-1.49,-0.7749999999999999,-3.5574999999999997,5.615
5-FU,SORAFENIB,OV90,52698.5,-1.34,0.4875,-4.7524999999999995,5.7
5-FU,SORAFENIB,OVCAR3,109688.4,-4.336,-4.01,0.2860000000000003,-6.112
5-FU,SORAFENIB,PA1,57362.5,2.38,1.4825,1.18,7.5
5-FU,SORAFENIB,RKO,59694.5,-2.0700000000000003,-3.5025000000000004,-6.2975,1.3424999999999998
5-FU,SORAFENIB,RPMI7951,62026.5,-8.6,-9.452499999999999,-12.57,-6.01
5-FU,SORAFENIB,SK-OV-3,120816.6,9.954,11.382,3.031999999999999,12.192000000000002
5-FU,SORAFENIB,SKMEL30,64282.5,-0.41500000000000004,-0.1625,-0.7925,5.7
5-FU,SORAFENIB,SKMES1,66614.5,1.4324999999999997,-0.43000000000000005,-2.79,2.2950000000000004
5-FU,SORAFENIB,SW-620,122683.0,3.59,4.662,-0.85,7.306
5-FU,SORAFENIB,SW837,73610.5,-8.1475,-12.067499999999999,-12.89,-7.359999999999999
5-FU,SORAFENIB,T-47D,126415.0,-3.3379999999999996,-2.018,-1.3020000000000003,3.1019999999999994
5-FU,SORAFENIB,UACC62,128098.6,-3.528,-1.238,-3.6220000000000008,2.6780000000000004
5-FU,SORAFENIB,UWB1289,80378.5,-2.8175,-2.8449999999999998,1.085,4.8825
5-FU,SORAFENIB,VCAP,85042.5,4.54,8.8475,3.4275,7.8950000000000005
5-FU,SUNITINIB,A2058,70.5,13.532499999999999,14.155000000000001,10.969999999999999,17.17
5-FU,SUNITINIB,A2780,2402.5,10.6925,9.64,9.925,17.305
5-FU,SUNITINIB,A375,4710.5,7.425000000000001,8.055,0.6175,12.8275
5-FU,SUNITINIB,A427,6970.5,10.12,9.57,9.4225,18.0
5-FU,SUNITINIB,ES2,18546.5,9.585,10.2925,8.89,15.1325
5-FU,SUNITINIB,HCT116,85588.2,7.964000000000001,6.146,1.3039999999999998,10.776
5-FU,SUNITINIB,HT144,23106.5,-0.22499999999999987,2.1325,5.0875,8.885
5-FU,SUNITINIB,LNCAP,30102.5,-2.3899999999999997,-7.640000000000001,-6.295,0.9099999999999999
5-FU,SUNITINIB,LOVO,32198.5,3.1425,2.3925,3.4375,8.825
5-FU,SUNITINIB,MDAMB436,34530.5,-5.8975,-4.4075,3.7750000000000004,7.362500000000001
5-FU,SUNITINIB,MSTO,36862.5,-9.28,-21.365000000000002,-21.7975,-12.3675
5-FU,SUNITINIB,NCI-H460,105453.8,3.3160000000000003,0.8160000000000004,1.1260000000000006,4.434
5-FU,SUNITINIB,NCIH1650,38890.5,-7.2,-1.5524999999999998,0.8375,5.6425
5-FU,SUNITINIB,NCIH2122,41222.5,11.14,7.2675,-4.7025,10.27
5-FU,SUNITINIB,NCIH23,103729.6,0.7399999999999999,0.5919999999999999,1.4020000000000006,6.731999999999999
5-FU,SUNITINIB,NCIH520,48038.5,7.4575,7.074999999999999,2.1475,12.37
5-FU,SUNITINIB,OCUBM,50370.5,-1.0399999999999998,-0.76,5.1450000000000005,9.5975
5-FU,SUNITINIB,OV90,52702.5,-2.02,2.325,4.035,4.695
5-FU,SUNITINIB,OVCAR3,112909.8,0.12599999999999995,0.744,-4.470000000000001,2.288
5-FU,SUNITINIB,PA1,57366.5,16.752499999999998,15.55,10.8325,19.785000000000004
5-FU,SUNITINIB,RKO,59698.5,1.7149999999999999,1.1025,2.2600000000000002,11.0525
5-FU,SUNITINIB,RPMI7951,62030.5,-1.8774999999999997,1.345,23.035,3.285
5-FU,SUNITINIB,SK-OV-3,124038.0,10.586,10.776,6.981999999999999,14.882000000000001
5-FU,SUNITINIB,SKMEL30,64286.5,4.069999999999999,4.2275,-1.7524999999999997,9.0625
5-FU,SUNITINIB,SKMES1,66618.5,4.654999999999999,3.7824999999999998,3.0525,11.6175
5-FU,SUNITINIB,SW-620,125902.8,6.938,6.332000000000001,4.718,10.773999999999997
5-FU,SUNITINIB,SW837,73614.5,-9.895,-10.704999999999998,-7.834999999999999,-0.10750000000000004
5-FU,SUNITINIB,T-47D,129636.4,3.5799999999999996,5.4399999999999995,-1.0779999999999998,3.7040000000000006
5-FU,SUNITINIB,UACC62,131319.2,0.5519999999999998,2.9639999999999995,0.46399999999999986,8.16
5-FU,SUNITINIB,UWB1289,80382.5,-4.827500000000001,-3.69,5.470000000000001,9.0775
5-FU,SUNITINIB,VCAP,85046.5,3.7500000000000004,12.122499999999999,1.1425,12.777500000000002
5-FU,TEMOZOLOMIDE,A2058,74.5,-1.6875,-0.7449999999999999,2.5524999999999998,5.0525
5-FU,TEMOZOLOMIDE,A2780,2406.5,5.32,5.4675,1.5274999999999999,6.2175
5-FU,TEMOZOLOMIDE,A375,4714.5,-5.4175,-6.920000000000001,-14.52,-5.665
5-FU,TEMOZOLOMIDE,A427,6974.5,0.355,-1.3024999999999998,-0.03250000000000003,8.512500000000001
5-FU,TEMOZOLOMIDE,ES2,18550.5,-3.5149999999999997,-4.62,-1.485,1.4399999999999997
5-FU,TEMOZOLOMIDE,HCT116,100172.4,-2.746,-6.984,-57.96,-8.443999999999999
5-FU,TEMOZOLOMIDE,HT144,23110.5,-5.609999999999999,-5.045,-26.82,-5.68
5-FU,TEMOZOLOMIDE,LNCAP,30106.5,-0.5074999999999998,-7.9325,-55.9525,-7.422499999999999
5-FU,TEMOZOLOMIDE,LOVO,32202.5,-2.47,-7.33,-27.807499999999997,-5.9750000000000005
5-FU,TEMOZOLOMIDE,MDAMB436,34534.5,-3.7824999999999998,-1.35,-7.805,1.28
5-FU,TEMOZOLOMIDE,MSTO,36866.5,0.04000000000000001,-1.9625,-4.8725000000000005,1.065
5-FU,TEMOZOLOMIDE,NCI-H460,120037.6,-5.159999999999999,-9.066,-10.779999999999998,-5.56
5-FU,TEMOZOLOMIDE,NCIH1650,38894.5,-0.6975000000000001,-0.3700000000000001,-38.2025,-6.4025
5-FU,TEMOZOLOMIDE,NCIH2122,41226.5,1.8475000000000001,1.615,-0.285,4.195
5-FU,TEMOZOLOMIDE,NCIH23,118314.0,-10.278,-11.245999999999999,-12.39,-8.692
5-FU,TEMOZOLOMIDE,NCIH520,48042.5,-0.02249999999999998,-1.8125000000000002,-25.057499999999997,-0.0024999999999998773
5-FU,TEMOZOLOMIDE,OCUBM,50374.5,3.465,3.925,-23.997500000000002,-4.015000000000001
5-FU,TEMOZOLOMIDE,OV90,52706.5,-6.1499999999999995,-4.5225,-0.7925,-0.16249999999999998
5-FU,TEMOZOLOMIDE,OVCAR3,127494.0,3.114,2.852,-11.58,0.13799999999999998
